Results	Entity	Line	Column	Check
        Identifier DMA49 reused	DMA49	421	22	5.7 No identifier name should be reused
        Identifier DMA5 reused	DMA5	395	26	5.7 No identifier name should be reused
        Identifier DMA5 reused	DMA5	1581	22	5.7 No identifier name should be reused
        Identifier DMA50 reused	DMA50	420	22	5.7 No identifier name should be reused
        Identifier DMA51 reused	DMA51	419	22	5.7 No identifier name should be reused
        Identifier DMA52 reused	DMA52	418	22	5.7 No identifier name should be reused
        Identifier DMA53 reused	DMA53	417	22	5.7 No identifier name should be reused
        Identifier DMA54 reused	DMA54	416	22	5.7 No identifier name should be reused
        Identifier DMA55 reused	DMA55	415	22	5.7 No identifier name should be reused
        Identifier DMA56 reused	DMA56	414	22	5.7 No identifier name should be reused
        Identifier DMA57 reused	DMA57	413	22	5.7 No identifier name should be reused
        Identifier DMA58 reused	DMA58	412	22	5.7 No identifier name should be reused
        Identifier DMA59 reused	DMA59	411	22	5.7 No identifier name should be reused
        Identifier DMA6 reused	DMA6	394	26	5.7 No identifier name should be reused
        Identifier DMA6 reused	DMA6	1580	22	5.7 No identifier name should be reused
        Identifier DMA60 reused	DMA60	410	22	5.7 No identifier name should be reused
        Identifier DMA61 reused	DMA61	409	22	5.7 No identifier name should be reused
        Identifier DMA62 reused	DMA62	408	22	5.7 No identifier name should be reused
        Identifier DMA63 reused	DMA63	407	22	5.7 No identifier name should be reused
        Identifier DMA64 reused	DMA64	476	22	5.7 No identifier name should be reused
        Identifier DMA65 reused	DMA65	475	22	5.7 No identifier name should be reused
        Identifier DMA66 reused	DMA66	474	22	5.7 No identifier name should be reused
        Identifier DMA67 reused	DMA67	473	22	5.7 No identifier name should be reused
        Identifier DMA68 reused	DMA68	472	22	5.7 No identifier name should be reused
        Identifier DMA69 reused	DMA69	471	22	5.7 No identifier name should be reused
        Identifier DMA7 reused	DMA7	393	26	5.7 No identifier name should be reused
        Identifier DMA7 reused	DMA7	1579	22	5.7 No identifier name should be reused
        Identifier DMA70 reused	DMA70	470	22	5.7 No identifier name should be reused
        Identifier DMA71 reused	DMA71	469	22	5.7 No identifier name should be reused
        Identifier DMA72 reused	DMA72	468	22	5.7 No identifier name should be reused
        Identifier DMA73 reused	DMA73	467	22	5.7 No identifier name should be reused
        Identifier DMA74 reused	DMA74	466	22	5.7 No identifier name should be reused
        Identifier DMA75 reused	DMA75	465	22	5.7 No identifier name should be reused
        Identifier DMA76 reused	DMA76	464	22	5.7 No identifier name should be reused
        Identifier DMA77 reused	DMA77	463	22	5.7 No identifier name should be reused
        Identifier DMA78 reused	DMA78	462	22	5.7 No identifier name should be reused
        Identifier DMA79 reused	DMA79	461	22	5.7 No identifier name should be reused
        Identifier DMA8 reused	DMA8	392	26	5.7 No identifier name should be reused
        Identifier DMA8 reused	DMA8	1578	22	5.7 No identifier name should be reused
        Identifier DMA80 reused	DMA80	460	22	5.7 No identifier name should be reused
        Identifier DMA81 reused	DMA81	459	22	5.7 No identifier name should be reused
        Identifier DMA82 reused	DMA82	458	22	5.7 No identifier name should be reused
        Identifier DMA83 reused	DMA83	457	22	5.7 No identifier name should be reused
        Identifier DMA84 reused	DMA84	456	22	5.7 No identifier name should be reused
        Identifier DMA85 reused	DMA85	455	22	5.7 No identifier name should be reused
        Identifier DMA86 reused	DMA86	454	22	5.7 No identifier name should be reused
        Identifier DMA87 reused	DMA87	453	22	5.7 No identifier name should be reused
        Identifier DMA88 reused	DMA88	452	22	5.7 No identifier name should be reused
        Identifier DMA89 reused	DMA89	451	22	5.7 No identifier name should be reused
        Identifier DMA9 reused	DMA9	391	26	5.7 No identifier name should be reused
        Identifier DMA9 reused	DMA9	1577	22	5.7 No identifier name should be reused
        Identifier DMA90 reused	DMA90	450	22	5.7 No identifier name should be reused
        Identifier DMA91 reused	DMA91	449	22	5.7 No identifier name should be reused
        Identifier DMA92 reused	DMA92	448	22	5.7 No identifier name should be reused
        Identifier DMA93 reused	DMA93	447	22	5.7 No identifier name should be reused
        Identifier DMA94 reused	DMA94	446	22	5.7 No identifier name should be reused
        Identifier DMA95 reused	DMA95	445	22	5.7 No identifier name should be reused
        Identifier DMAE reused	DMAE	379	10	5.7 No identifier name should be reused
        Identifier DMAE reused	DMAE	1565	6	5.7 No identifier name should be reused
        Identifier DMAEN reused	DMAEN	377	26	5.7 No identifier name should be reused
        Identifier DMAEN reused	DMAEN	1563	22	5.7 No identifier name should be reused
        Identifier DMAEN reused	DMAEN	4915	21	5.7 No identifier name should be reused
        Identifier DMAMUX reused	DMAMUX	6447	0	5.7 No identifier name should be reused
        Identifier DMAMUX_tag reused	DMAMUX_tag	6065	11	5.7 No identifier name should be reused
        Identifier DMAR0 reused	DMAR0	402	10	5.7 No identifier name should be reused
        Identifier DMAR0 reused	DMAR0	1588	6	5.7 No identifier name should be reused
        Identifier DMAR1 reused	DMAR1	440	6	5.7 No identifier name should be reused
        Identifier DMAR1 reused	DMAR1	1603	6	5.7 No identifier name should be reused
        Identifier DMAR2 reused	DMAR2	478	6	5.7 No identifier name should be reused
        Identifier DMARXE reused	DMARXE	3409	6	5.7 No identifier name should be reused
        Identifier DMARXE reused	DMARXE	3734	6	5.7 No identifier name should be reused
        Identifier DMATXE reused	DMATXE	3386	6	5.7 No identifier name should be reused
        Identifier DMATXE reused	DMATXE	3711	6	5.7 No identifier name should be reused
        Identifier DMOD reused	DMOD	5129	18	5.7 No identifier name should be reused
        Identifier DMOD reused	DMOD	5168	18	5.7 No identifier name should be reused
        Identifier DMTS reused	DMTS	3851	6	5.7 No identifier name should be reused
        Identifier DOE reused	DOE	5237	22	5.7 No identifier name should be reused
        Identifier DOFF reused	DOFF	5141	17	5.7 No identifier name should be reused
        Identifier DOFF reused	DOFF	5183	17	5.7 No identifier name should be reused
        Identifier DONE reused	DONE	5150	18	5.7 No identifier name should be reused
        Identifier DONE reused	DONE	5193	18	5.7 No identifier name should be reused
        Identifier DONE reused	DONE	6094	26	5.7 No identifier name should be reused
        Identifier DONE reused	DONE	6223	26	5.7 No identifier name should be reused
        Identifier DOZE reused	DOZE	5553	22	5.7 No identifier name should be reused
        Identifier DOZE reused	DOZE	5783	34	5.7 No identifier name should be reused
        Identifier DPA reused	DPA	5440	21	5.7 No identifier name should be reused
        Identifier DRE0 reused	DRE0	3407	22	5.7 No identifier name should be reused
        Identifier DRE0 reused	DRE0	3732	22	5.7 No identifier name should be reused
        Identifier DRE1 reused	DRE1	3406	22	5.7 No identifier name should be reused
        Identifier DRE1 reused	DRE1	3731	22	5.7 No identifier name should be reused
        Identifier DRE10 reused	DRE10	3397	22	5.7 No identifier name should be reused
        Identifier DRE10 reused	DRE10	3722	22	5.7 No identifier name should be reused
        Identifier DRE11 reused	DRE11	3396	22	5.7 No identifier name should be reused
        Identifier DRE11 reused	DRE11	3721	22	5.7 No identifier name should be reused
        Identifier DRE12 reused	DRE12	3395	22	5.7 No identifier name should be reused
        Identifier DRE12 reused	DRE12	3720	22	5.7 No identifier name should be reused
        Identifier DRE13 reused	DRE13	3394	22	5.7 No identifier name should be reused
        Identifier DRE13 reused	DRE13	3719	22	5.7 No identifier name should be reused
        Identifier DRE14 reused	DRE14	3393	22	5.7 No identifier name should be reused
        Identifier DRE14 reused	DRE14	3718	22	5.7 No identifier name should be reused
        Identifier DRE15 reused	DRE15	3392	22	5.7 No identifier name should be reused
        Identifier DRE15 reused	DRE15	3717	22	5.7 No identifier name should be reused
        Identifier DRE2 reused	DRE2	3405	22	5.7 No identifier name should be reused
        Identifier DRE2 reused	DRE2	3730	22	5.7 No identifier name should be reused
        Identifier DRE3 reused	DRE3	3404	22	5.7 No identifier name should be reused
        Identifier DRE3 reused	DRE3	3729	22	5.7 No identifier name should be reused
        Identifier DRE4 reused	DRE4	3403	22	5.7 No identifier name should be reused
        Identifier DRE4 reused	DRE4	3728	22	5.7 No identifier name should be reused
        Identifier DRE5 reused	DRE5	3402	22	5.7 No identifier name should be reused
        Identifier DRE5 reused	DRE5	3727	22	5.7 No identifier name should be reused
        Identifier DRE6 reused	DRE6	3401	22	5.7 No identifier name should be reused
        Identifier DRE6 reused	DRE6	3726	22	5.7 No identifier name should be reused
        Identifier DRE7 reused	DRE7	3400	22	5.7 No identifier name should be reused
        Identifier DRE7 reused	DRE7	3725	22	5.7 No identifier name should be reused
        Identifier DRE8 reused	DRE8	3399	22	5.7 No identifier name should be reused
        Identifier DRE8 reused	DRE8	3724	22	5.7 No identifier name should be reused
        Identifier DRE9 reused	DRE9	3398	22	5.7 No identifier name should be reused
        Identifier DRE9 reused	DRE9	3723	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	2870	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	2926	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	3135	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	3192	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	3471	22	5.7 No identifier name should be reused
        Identifier DRF reused	DRF	3527	22	5.7 No identifier name should be reused
        Identifier DRIE reused	DRIE	2851	22	5.7 No identifier name should be reused
        Identifier DRIE reused	DRIE	3116	22	5.7 No identifier name should be reused
        Identifier DRIE reused	DRIE	3452	22	5.7 No identifier name should be reused
        Identifier DRUN reused	DRUN	3785	22	5.7 No identifier name should be reused
        Identifier DRUN reused	DRUN	3921	6	5.7 No identifier name should be reused
        Identifier DRUN reused	DRUN	4082	22	5.7 No identifier name should be reused
        Identifier DRUN reused	DRUN	4547	22	5.7 No identifier name should be reused
        Identifier DSD reused	DSD	911	42	5.7 No identifier name should be reused
        Identifier DSDR reused	DSDR	913	18	5.7 No identifier name should be reused
        Identifier DSI reused	DSI	6171	26	5.7 No identifier name should be reused
        Identifier DSI reused	DSI	6394	26	5.7 No identifier name should be reused
        Identifier DSIZE reused	DSIZE	5130	18	5.7 No identifier name should be reused
        Identifier DSIZE reused	DSIZE	5169	18	5.7 No identifier name should be reused
        Identifier DSPI_0 reused	DSPI_0	6448	0	5.7 No identifier name should be reused
        Identifier DSPI_1 reused	DSPI_1	6449	0	5.7 No identifier name should be reused
        Identifier DSPI_2 reused	DSPI_2	6450	0	5.7 No identifier name should be reused
        Identifier DSPI_3 reused	DSPI_3	6451	0	5.7 No identifier name should be reused
        Identifier DSPI_4 reused	DSPI_4	6452	0	5.7 No identifier name should be reused
        Identifier DSPI_5 reused	DSPI_5	6453	0	5.7 No identifier name should be reused
        Identifier DSPI_reserved0 reused	DSPI_reserved0	5565	17	5.7 No identifier name should be reused
        Identifier DSPI_reserved1 reused	DSPI_reserved1	5594	13	5.7 No identifier name should be reused
        Identifier DSPI_reserved2 reused	DSPI_reserved2	5671	13	5.7 No identifier name should be reused
        Identifier DSPI_tag reused	DSPI_tag	5534	7	5.7 No identifier name should be reused
